Todos los mensajes del registro de eventos.
Fecha:	2023-07-26 11:07:27
Nombre de sistema:	44-52645
Nombre de controlador:	192.168.133.1
ID de controlador
	44-52645

RobotWare:	5.15.2005
Clave:	8sck58u9TAckcgmgkcTk6cP
Opciones:	
	RW Control module key
	RobotWare OS and English
	644-3 Spanish
		645-1 French
		709-x DeviceNet
			709-1 Master/Slave Single
			840-2 Profibus Fieldbus Adapter
			605-1 Multiple Axis Positioner
			609-1 Fixed Position Events
			618-1 Fieldbus Command Interface
			620-1 File and Serial Channel Handling
			621-1 Logical Cross Connections
			622-1 Analog Signal Interrupt
			623-1 Multitasking
			626-1 Advanced RAPID
			631-1 Electronically Linked Motors

DriveModule1
Clave:	nB7t92OQZI66v
Opciones:	
	RW Drive module 1 key
	ABB standard manipulator
		IRB 4400 Type B
			4400/60 Type B
			Add axes IRB/drive module 4400/940
				R2C2 Standard
					No drive in pos Y2



Mensajes de registro de Común
SeqNo     	Tipo	Categoría           	Código  	Título                                  	Fecha               	Descripción	Argumentos
24760823  	E   	Programa            	40228   	Error de ejecución                      	2023-07-24 20:35:04 	La ejecución de la tarea T_ROB1 ha sido detenida por un error de tiempo de ejecución 41555. 	{args: "T_ROB1", "41555"}
24760824  	I   	Operativo           	10020   	Estado de error de ejecución            	2023-07-24 20:35:04 	La ejecución del programa de la tarea T_ROB1 se ha detenido a causa de un error espontáneo.	{args: "1", "T_ROB1"}
24760825  	I   	Operativo           	10126   	Programa detenido                       	2023-07-24 20:35:04 	La tarea T_ROB1 se ha detenido. Se debe a que se ha producido un error.	{args: "1", "T_ROB1"}
24760826  	I   	Operativo           	10002   	Puntero de programa restablecido        	2023-07-24 20:40:45 	El puntero de programa de la tarea T_ROB1 se ha restablecido.	{args: "1", "0", "T_ROB1"}
24760827  	I   	Operativo           	10021   	Restablecimiento de error de ejecución  	2023-07-24 20:40:45 	 La ejecución del programa de la tarea T_ROB1 ha abandonado el estado de error espontáneo. 	{args: "1", "T_ROB1"}
24760828  	I   	Operativo           	10015   	Modo manual seleccionado                	2023-07-24 20:40:49 	El sistema se encuentra en el modo manual.	{args: }
24760829  	I   	Operativo           	10012   	Estado de paro protegido                	2023-07-24 20:40:49 	El sistema se encuentra en el estado de paro protegido. Entra en este estado después de pasar del modo automático al manual o si el circuito Motores ON ha sido abierto por un paro de emergencia, un paro general, un paro automático o un paro superior.	{args: }
24760830  	I   	Operativo           	10002   	Puntero de programa restablecido        	2023-07-24 20:40:55 	El puntero de programa de la tarea T_ROB1 se ha restablecido.	{args: "1", "0", "T_ROB1"}
24760831  	I   	Operativo           	10016   	Modo automático solicitado              	2023-07-24 20:40:59 	Se ha solicitado al sistema que pase al modo automático.	{args: }
24760832  	I   	Operativo           	10010   	Estado de Motores OFF                   	2023-07-24 20:40:59 	El sistema se encuentra en el estado Motores OFF. Entra en este estado después de pasar del modo manual al automático o si el circuito Motores ON se ha abierto durante la ejecución del programa.	{args: }
24760833  	I   	Operativo           	10017   	Modo automático confirmado              	2023-07-24 20:41:02 	El sistema se encuentra en el modo automático.	{args: }
24760834  	E   	Sistema             	20072   	Comando no permitido                    	2023-07-24 20:41:05 	Este comando no se permite en el estado Motores OFF.	{args: "142"}
24760835  	E   	Sistema             	20072   	Comando no permitido                    	2023-07-24 20:41:06 	Este comando no se permite en el estado Motores OFF.	{args: "142"}
24760836  	E   	Sistema             	20072   	Comando no permitido                    	2023-07-24 20:41:11 	Este comando no se permite en el estado Motores OFF.	{args: "142"}
24760837  	I   	Operativo           	10011   	Estado de Motores ON                    	2023-07-24 20:41:14 	El sistema se encuentra en el estado Motores ON.	{args: }
24760838  	I   	Operativo           	10002   	Puntero de programa restablecido        	2023-07-24 20:41:30 	El puntero de programa de la tarea T_ROB1 se ha restablecido.	{args: "1", "0", "T_ROB1"}
24760839  	I   	Operativo           	10052   	Inicio de recuperación                  	2023-07-24 20:41:32 	El movimiento de recuperación se ha iniciado.	{args: "0"}
24760840  	I   	Operativo           	10053   	Recuperación ejecutada                  	2023-07-24 20:41:32 	El movimiento de recuperación se ha ejecutado en su totalidad.	{args: "0"}
24760841  	I   	Operativo           	10151   	Programa iniciado                       	2023-07-24 20:41:32 	La ejecución de la tarea T_ROB1 ha empezado por la primera instrucción de la rutina de entrada de la tarea. El origen es un cliente externo.	{args: "1", "T_ROB1"}
24760842  	W   	Programa            	41555   	No hay comunicación con la unidad       	2023-07-24 20:41:36 	Tarea: T_ROB1Se ha perdido el contacto con la unidad Tarjeta_1. Ref. de programa /MainModule/main/Rearme/25	{args: "T_ROB1", "Tarjeta_1", "/MainModule/main/Rearme/25", "ERR_NORUNUNIT"}
24760843  	E   	Programa            	41555   	No hay comunicación con la unidad       	2023-07-24 20:41:36 	Tarea: T_ROB1Se ha perdido el contacto con la unidad Tarjeta_1. Ref. de programa /MainModule/main/Rearme/25	{args: "T_ROB1", "Tarjeta_1", "/MainModule/main/Rearme/25", "ERR_NORUNUNIT"}
24760844  	E   	Programa            	40228   	Error de ejecución                      	2023-07-24 20:41:36 	La ejecución de la tarea T_ROB1 ha sido detenida por un error de tiempo de ejecución 41555. 	{args: "T_ROB1", "41555"}
24760845  	I   	Operativo           	10020   	Estado de error de ejecución            	2023-07-24 20:41:36 	La ejecución del programa de la tarea T_ROB1 se ha detenido a causa de un error espontáneo.	{args: "1", "T_ROB1"}
24760846  	I   	Operativo           	10126   	Programa detenido                       	2023-07-24 20:41:36 	La tarea T_ROB1 se ha detenido. Se debe a que se ha producido un error.	{args: "1", "T_ROB1"}
24760847  	I   	Operativo           	10045   	Sistema reiniciado                      	2023-07-24 20:43:28 	Se ha reiniciado un sistema ya instalado.	{args: }
24760848  	W   	E/S y comunicación  	71300   	Aviso de comunicación de bus DeviceNet  	2023-07-24 20:43:36 	Se ha producido un número reducido de errores en el bus DeviceNet <DeviceNet1>. 	{args: "DeviceNet1"}
24760849  	E   	E/S y comunicación  	71299   	Sin alimentación en el bus de DeviceNet 	2023-07-24 20:43:36 	Falta la alimentación de 24 V proveniente de la fuente de alimentación de DeviceNet.	{args: "DeviceNet1"}
24760850  	E   	E/S y comunicación  	71301   	Bus desconectado, fallo de comunicación del bus DeviceNet	2023-07-24 20:43:37 	Se ha producido un número elevado de errores en el bus DeviceNet <DeviceNet1>. 	{args: "DeviceNet1"}
24760852  	I   	Operativo           	10010   	Estado de Motores OFF                   	2023-07-24 20:44:28 	El sistema se encuentra en el estado Motores OFF. Entra en este estado después de pasar del modo manual al automático o si el circuito Motores ON se ha abierto durante la ejecución del programa.	{args: }
24760853  	I   	Operativo           	10017   	Modo automático confirmado              	2023-07-24 20:44:28 	El sistema se encuentra en el modo automático.	{args: }
24760854  	I   	Operativo           	10155   	Programa reiniciado                     	2023-07-24 20:44:28 	La ejecución de la tarea T_ROB1 se ha reanudado en el mismo punto en el que se detuvo anteriormente. No fue posible determinar el origen.	{args: "1", "T_ROB1"}
24760855  	I   	Operativo           	10002   	Puntero de programa restablecido        	2023-07-24 20:44:28 	El puntero de programa de la tarea Supervison se ha restablecido.	{args: "2", "0", "Supervison"}
24760856  	I   	Operativo           	10150   	Programa iniciado                       	2023-07-24 20:44:28 	La ejecución de la tarea Supervison ha empezado por la primera instrucción de la rutina de entrada de la tarea. No fue posible determinar el origen.	{args: "2", "Supervison"}
24760857  	E   	Operativo           	10106   	Mensaje de servicio                     	2023-07-24 20:44:29 	Ha llegado el momento de realizar el servicio técnico del robot ROB_1 porque han transcurrido 458 días desde el último servicio técnico.	{args: "458", "ROB_1"}
24760858  	I   	Operativo           	10129   	Programa detenido                       	2023-07-24 20:44:29 	La tarea T_ROB1 se ha detenido. Se debe a que la rutina de evento de RESET o POWER_ON se ha ejecutado en su totalidad.	{args: "1", "T_ROB1"}
24760859  	I   	Operativo           	10011   	Estado de Motores ON                    	2023-07-24 20:44:34 	El sistema se encuentra en el estado Motores ON.	{args: }
24760860  	I   	Operativo           	10052   	Inicio de recuperación                  	2023-07-24 20:44:34 	El movimiento de recuperación se ha iniciado.	{args: "0"}
24760861  	I   	Operativo           	10053   	Recuperación ejecutada                  	2023-07-24 20:44:35 	El movimiento de recuperación se ha ejecutado en su totalidad.	{args: "0"}
24760862  	I   	Operativo           	10156   	Programa reiniciado                     	2023-07-24 20:44:35 	La ejecución de la tarea T_ROB1 se ha reanudado en el mismo punto en el que se detuvo anteriormente. El origen es un cliente externo.	{args: "1", "T_ROB1"}
24760863  	W   	Programa            	41472   	Error de instrucción                    	2023-07-24 20:44:35 	Tarea: T_ROB1No hay ningún cliente, por ejemplo una unidad de programación, a cargo de las instrucciones. Ref. de programa /MainModule/main/Rearme/25	{args: "T_ROB1", "/MainModule/main/Rearme/25", "ERR_TP_NO_CLIENT"}
24760864  	E   	Programa            	41472   	Error de instrucción                    	2023-07-24 20:44:35 	Tarea: T_ROB1No hay ningún cliente, por ejemplo una unidad de programación, a cargo de las instrucciones. Ref. de programa /MainModule/main/Rearme/25	{args: "T_ROB1", "/MainModule/main/Rearme/25", "ERR_TP_NO_CLIENT"}
24760865  	E   	Programa            	40228   	Error de ejecución                      	2023-07-24 20:44:35 	La ejecución de la tarea T_ROB1 ha sido detenida por un error de tiempo de ejecución 41472. 	{args: "T_ROB1", "41472"}
24760866  	I   	Operativo           	10020   	Estado de error de ejecución            	2023-07-24 20:44:35 	La ejecución del programa de la tarea T_ROB1 se ha detenido a causa de un error espontáneo.	{args: "1", "T_ROB1"}
24760867  	I   	Operativo           	10126   	Programa detenido                       	2023-07-24 20:44:35 	La tarea T_ROB1 se ha detenido. Se debe a que se ha producido un error.	{args: "1", "T_ROB1"}
24760868  	I   	Operativo           	10015   	Modo manual seleccionado                	2023-07-24 20:44:55 	El sistema se encuentra en el modo manual.	{args: }
24760869  	I   	Operativo           	10012   	Estado de paro protegido                	2023-07-24 20:44:55 	El sistema se encuentra en el estado de paro protegido. Entra en este estado después de pasar del modo automático al manual o si el circuito Motores ON ha sido abierto por un paro de emergencia, un paro general, un paro automático o un paro superior.	{args: }
24760870  	I   	Operativo           	10002   	Puntero de programa restablecido        	2023-07-24 20:45:10 	El puntero de programa de la tarea T_ROB1 se ha restablecido.	{args: "1", "0", "T_ROB1"}
24760871  	I   	Operativo           	10021   	Restablecimiento de error de ejecución  	2023-07-24 20:45:10 	 La ejecución del programa de la tarea T_ROB1 ha abandonado el estado de error espontáneo. 	{args: "1", "T_ROB1"}
24760872  	I   	Operativo           	10016   	Modo automático solicitado              	2023-07-24 20:45:15 	Se ha solicitado al sistema que pase al modo automático.	{args: }
24760873  	I   	Operativo           	10010   	Estado de Motores OFF                   	2023-07-24 20:45:16 	El sistema se encuentra en el estado Motores OFF. Entra en este estado después de pasar del modo manual al automático o si el circuito Motores ON se ha abierto durante la ejecución del programa.	{args: }
24760874  	I   	Operativo           	10017   	Modo automático confirmado              	2023-07-24 20:45:18 	El sistema se encuentra en el modo automático.	{args: }
24760875  	E   	Sistema             	20072   	Comando no permitido                    	2023-07-24 20:45:21 	Este comando no se permite en el estado Motores OFF.	{args: "142"}
24760876  	I   	Operativo           	10011   	Estado de Motores ON                    	2023-07-24 20:45:24 	El sistema se encuentra en el estado Motores ON.	{args: }
24760877  	I   	Operativo           	10052   	Inicio de recuperación                  	2023-07-24 20:45:24 	El movimiento de recuperación se ha iniciado.	{args: "0"}
24760878  	I   	Operativo           	10053   	Recuperación ejecutada                  	2023-07-24 20:45:24 	El movimiento de recuperación se ha ejecutado en su totalidad.	{args: "0"}
24760879  	I   	Operativo           	10151   	Programa iniciado                       	2023-07-24 20:45:24 	La ejecución de la tarea T_ROB1 ha empezado por la primera instrucción de la rutina de entrada de la tarea. El origen es un cliente externo.	{args: "1", "T_ROB1"}
24760880  	W   	Programa            	41555   	No hay comunicación con la unidad       	2023-07-24 20:45:28 	Tarea: T_ROB1Se ha perdido el contacto con la unidad Tarjeta_1. Ref. de programa /MainModule/main/Rearme/25	{args: "T_ROB1", "Tarjeta_1", "/MainModule/main/Rearme/25", "ERR_NORUNUNIT"}
24760881  	E   	Programa            	41555   	No hay comunicación con la unidad       	2023-07-24 20:45:28 	Tarea: T_ROB1Se ha perdido el contacto con la unidad Tarjeta_1. Ref. de programa /MainModule/main/Rearme/25	{args: "T_ROB1", "Tarjeta_1", "/MainModule/main/Rearme/25", "ERR_NORUNUNIT"}
24760882  	E   	Programa            	40228   	Error de ejecución                      	2023-07-24 20:45:28 	La ejecución de la tarea T_ROB1 ha sido detenida por un error de tiempo de ejecución 41555. 	{args: "T_ROB1", "41555"}
24760883  	I   	Operativo           	10020   	Estado de error de ejecución            	2023-07-24 20:45:28 	La ejecución del programa de la tarea T_ROB1 se ha detenido a causa de un error espontáneo.	{args: "1", "T_ROB1"}
24760884  	I   	Operativo           	10126   	Programa detenido                       	2023-07-24 20:45:28 	La tarea T_ROB1 se ha detenido. Se debe a que se ha producido un error.	{args: "1", "T_ROB1"}
24760885  	I   	Operativo           	10021   	Restablecimiento de error de ejecución  	2023-07-24 20:45:42 	 La ejecución del programa de la tarea T_ROB1 ha abandonado el estado de error espontáneo. 	{args: "1", "T_ROB1"}
24760886  	I   	Operativo           	10052   	Inicio de recuperación                  	2023-07-24 20:45:42 	El movimiento de recuperación se ha iniciado.	{args: "0"}
24760887  	I   	Operativo           	10053   	Recuperación ejecutada                  	2023-07-24 20:45:42 	El movimiento de recuperación se ha ejecutado en su totalidad.	{args: "0"}
24760888  	I   	Operativo           	10156   	Programa reiniciado                     	2023-07-24 20:45:42 	La ejecución de la tarea T_ROB1 se ha reanudado en el mismo punto en el que se detuvo anteriormente. El origen es un cliente externo.	{args: "1", "T_ROB1"}
24760889  	W   	Programa            	41555   	No hay comunicación con la unidad       	2023-07-24 20:45:45 	Tarea: T_ROB1Se ha perdido el contacto con la unidad Tarjeta_1. Ref. de programa /MainModule/main/Rearme/25	{args: "T_ROB1", "Tarjeta_1", "/MainModule/main/Rearme/25", "ERR_NORUNUNIT"}
24760890  	E   	Programa            	41555   	No hay comunicación con la unidad       	2023-07-24 20:45:45 	Tarea: T_ROB1Se ha perdido el contacto con la unidad Tarjeta_1. Ref. de programa /MainModule/main/Rearme/25	{args: "T_ROB1", "Tarjeta_1", "/MainModule/main/Rearme/25", "ERR_NORUNUNIT"}
24760891  	E   	Programa            	40228   	Error de ejecución                      	2023-07-24 20:45:45 	La ejecución de la tarea T_ROB1 ha sido detenida por un error de tiempo de ejecución 41555. 	{args: "T_ROB1", "41555"}
24760892  	I   	Operativo           	10020   	Estado de error de ejecución            	2023-07-24 20:45:45 	La ejecución del programa de la tarea T_ROB1 se ha detenido a causa de un error espontáneo.	{args: "1", "T_ROB1"}
24760893  	I   	Operativo           	10126   	Programa detenido                       	2023-07-24 20:45:45 	La tarea T_ROB1 se ha detenido. Se debe a que se ha producido un error.	{args: "1", "T_ROB1"}
24760894  	I   	Operativo           	10015   	Modo manual seleccionado                	2023-07-24 21:25:45 	El sistema se encuentra en el modo manual.	{args: }
24760895  	I   	Operativo           	10012   	Estado de paro protegido                	2023-07-24 21:25:45 	El sistema se encuentra en el estado de paro protegido. Entra en este estado después de pasar del modo automático al manual o si el circuito Motores ON ha sido abierto por un paro de emergencia, un paro general, un paro automático o un paro superior.	{args: }
